,participantID,externalID,condition,duration,finished,demographics_identify_1,demographics_identify_2,demographics_age_1,demographics_computer_experience_1,demographics_games_experience_1,demographics_video_editing_experience_1,demographics_video_comparison_experience_1,demographics_visualization_experience_1,demographics_visualization_comparison_experience_1,demographics_line_chart_1,demographics_bar_chart_1,demographics_scatter_plot_1,demographics_area_chart_1,demographics_pie_chart_1,demographics_box_and_whisker_plot_1,demographics_data_visualizations_1,demographics_cvd_1,demographics_cvd_type_1,demographics_vision_ability_1,demographics_vision_ability_type_1,demographics_duration,summary1_speed_1,summary1_speed_reason_1,summary1_accuracy_1,summary1_accuracy_reason_1,summary1_preference_1,summary1_preference_reason_1,summary1_comments_1,summary1_duration,nasa-tlx/smallmultiples1_slider_1,nasa-tlx/smallmultiples1_slider_2,nasa-tlx/smallmultiples1_slider_3,nasa-tlx/smallmultiples1_slider_4,nasa-tlx/smallmultiples1_slider_5,nasa-tlx/smallmultiples1_slider_6,nasa-tlx/smallmultiples1_slider_7,nasa-tlx/smallmultiples1_slider_8,nasa-tlx/smallmultiples1_slider_9,nasa-tlx/smallmultiples1_slider_10,nasa-tlx/smallmultiples1_duration,nasa-tlx/overlays1_slider_1,nasa-tlx/overlays1_slider_2,nasa-tlx/overlays1_slider_3,nasa-tlx/overlays1_slider_4,nasa-tlx/overlays1_slider_5,nasa-tlx/overlays1_slider_6,nasa-tlx/overlays1_slider_7,nasa-tlx/overlays1_slider_8,nasa-tlx/overlays1_slider_9,nasa-tlx/overlays1_slider_10,nasa-tlx/overlays1_duration,nasa-tlx/shadowMarkers1_slider_1,nasa-tlx/shadowMarkers1_slider_2,nasa-tlx/shadowMarkers1_slider_3,nasa-tlx/shadowMarkers1_slider_4,nasa-tlx/shadowMarkers1_slider_5,nasa-tlx/shadowMarkers1_slider_6,nasa-tlx/shadowMarkers1_slider_7,nasa-tlx/shadowMarkers1_slider_8,nasa-tlx/shadowMarkers1_slider_9,nasa-tlx/shadowMarkers1_slider_10,nasa-tlx/shadowMarkers1_duration
48,49,648a30a2847ab1c5fa5785f8,overlays_smallmultiples_shadowmarks,0.0,False,Woman,,59.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,,,1,,0.0,No,,Yes,,82.62238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,667c1859af0fc13bea81df52,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,66ae3ba2fedaf88f32224328,shadowmarks_smallmultiples_overlays,0.0,False,Woman,,43.0,25.0,1.0,2.0,9.0,3.0,3.0,,1,1,,1,,0.0,No,,Yes,,266.453768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,6638dc617e9eef581dd8277e,overlays_shadowmarks_smallmultiples,2924.520211,True,Woman,,25.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,No,,171.423195,Overlays,"BY playing the videos over each other, it was easier to find the accurate answer.",Small Multiples,by placing the shadow marks i could see accurately how each flower measured against the other.,Shadow Marks,It provided the most accurate results.,Good study!!,155.148479,6.0,6.0,4.0,4.0,7.0,5.0,6.0,2.0,7.0,4.0,37.389228,6.0,4.0,3.0,2.0,6.0,2.0,3.0,5.0,5.0,4.0,91.859611,6.0,3.0,4.0,4.0,6.0,3.0,3.0,5.0,5.0,4.0,45.680986
52,53,Adam,overlays_smallmultiples_shadowmarks,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,66979a1b9a6343e688d7f473,shadowmarks_smallmultiples_overlays,3523.371405,True,Man,,27.0,45.0,0.0,2.0,4.0,6.0,0.0,,,,,,,0.0,No,,Yes,,193.712583,Shadow Marks,Because of the grid assistance,Shadow Marks,Because of the grid assistance,Shadow Marks,Because of the grid assistance,None,67.684857,6.0,4.0,4.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,96.240323,7.0,5.0,3.0,2.0,6.0,3.0,3.0,6.0,7.0,2.0,80.560104,3.0,5.0,3.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,98.371955
54,55,66acf91b067957ce56fb7668,overlays_smallmultiples_shadowmarks,0.0,False,Woman,,47.0,40.0,3.0,2.0,4.0,7.0,10.0,1,1,1,,1,,0.0,No,,Yes,,164.030424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,665a338976e381a80e3b8460,overlays_smallmultiples_shadowmarks,0.0,False,Woman,,43.0,35.0,2.0,0.0,8.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,64.492016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,6639bc448033a441fd301e89,overlays_smallmultiples_shadowmarks,1267.759759,True,Woman,,38.0,45.0,8.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,83.488975,Shadow Marks,I didn't have to do it over multiple times or keep guessing.,Shadow Marks,The lines were there to keep comparing as the plants changed.,Shadow Marks,It's easier,,70.952808,5.0,2.0,4.0,6.0,4.0,6.0,6.0,2.0,5.0,3.0,31.652237,6.0,2.0,4.0,5.0,6.0,6.0,5.0,2.0,6.0,5.0,41.270688,6.0,3.0,4.0,2.0,6.0,5.0,2.0,6.0,4.0,2.0,31.884916
57,58,66b72d8ce91448fe55f1eebd,shadowmarks_overlays_smallmultiples,0.0,False,Woman,,25.0,10.0,5.0,3.0,5.0,6.0,3.0,1,1,,,1,,0.0,No,,Yes,,159.637125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,669c975a08c5d509c4494afd,shadowmarks_overlays_smallmultiples,0.0,False,Woman,,32.0,50.0,0.0,40.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,78.59966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,66a10dc949d17565619afbe2,overlays_shadowmarks_smallmultiples,1726.700917,True,Man,,21.0,40.0,10.0,2.0,2.0,8.0,8.0,1,1,1,1,1,1,0.0,No,,Yes,,190.776543,Shadow Marks,Its the fastest because I could just select a shadow mark of one flow at its highest height. Then skim through others to see who passed the line highest.,Shadow Marks,I think its the most accurate because it seemed like I had a ruler to use for compare each of the 9 videos.,Shadow Marks,I would prefer this technique because you have a direct comparison of each of the nine boxes at their same relative squares like you do with a ruler.,"I enjoyed this experiment, I loved doing puzzle games and unique tasks.",235.452408,7.0,5.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,37.575408,5.0,5.0,6.0,2.0,3.0,2.0,3.0,5.0,6.0,2.0,54.13801,6.0,5.0,7.0,2.0,3.0,3.0,2.0,6.0,3.0,2.0,40.025938
60,61,66715c98b42ef93f2389ce3f,shadowmarks_smallmultiples_overlays,0.0,False,Man,,22.0,16.0,9.0,3.0,10.0,5.0,2.0,,1,,,,,0.0,No,,Yes,,229.673892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,655a67b1c4d20ea6c0dc83af,shadowmarks_overlays_smallmultiples,1932.227195,True,Woman,,25.0,51.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,115.396787,Small Multiples,Because it's basically guess work. I don't really need to view the video. The all look just as tall. I could just quickly perform trial and error to find the answers.,Shadow Marks,I could compare plants purely based on their highest points. I wouldn't be affected by when they become mature and have decline in their lifecycle that would affect their heights.,Shadow Marks,It's the most accurate.,,209.143777,1.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,1.0,40.966285,6.0,1.0,5.0,6.0,5.0,5.0,6.0,1.0,5.0,1.0,40.529713,1.0,1.0,1.0,4.0,6.0,1.0,1.0,5.0,5.0,3.0,54.643784
62,63,66b46c0d6dfaeaed62185352,shadowmarks_overlays_smallmultiples,0.0,False,Woman,,41.0,50.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,No,,Yes,,58.768065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,64,66a10dc949d17565619afbe2,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,65,66b530d4432a8ba65a96f713,overlays_shadowmarks_smallmultiples,1289.582908,True,Woman,,36.0,60.0,10.0,0.0,0.0,0.0,3.0,,1,,,1,,0.0,No,,Yes,,57.581588,Overlays,it was easier to compare the heights when all the plants were on top of each other,Overlays,easier to compare the height of the plants,Overlays,it was the easiest,,61.710246,7.0,1.0,1.0,7.0,7.0,6.0,7.0,1.0,7.0,5.0,25.966694,6.0,1.0,1.0,3.0,6.0,2.0,6.0,5.0,5.0,3.0,42.013512,7.0,1.0,1.0,6.0,6.0,3.0,6.0,3.0,7.0,3.0,29.764566
65,66,66bcbc5aeb9450a7233c5430,shadowmarks_overlays_smallmultiples,1352.940972,True,Woman,,21.0,30.0,3.0,0.0,0.0,0.0,0.0,1,1,1,,1,1,0.0,No,,Yes,,53.46421,Shadow Marks,"It was easiest to compare all heights of flowers over different points in time, since the flowers did not grow at the same rate.",Overlays,"I was able to compare the heights directly between two flowers, but I still felt as though I was using a lot of mental effort and guessing at some poitns.",Overlays,"This was the easiest to learn and felt the most accurate, even though in actuality I performed better in the overlay task (since I did not make any mistakes). ",,164.315221,3.0,1.0,3.0,6.0,3.0,7.0,6.0,1.0,7.0,1.0,28.593973,6.0,1.0,2.0,1.0,6.0,6.0,5.0,5.0,5.0,2.0,25.576767,5.0,2.0,5.0,5.0,3.0,1.0,2.0,5.0,2.0,1.0,33.260361
66,67,667364dab7a2b7865029fe6f,shadowmarks_overlays_smallmultiples,1051.939837,True,Man,,39.0,20.0,25.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,0.0,No,,Yes,,77.283747,Small Multiples,Greater ability to view both stages ,Small Multiples,Greater ability to view both stages ,Small Multiples,Small multiples was by far the easiest for me to use,,67.923254,6.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,24.303057,6.0,2.0,3.0,5.0,5.0,5.0,6.0,3.0,6.0,5.0,32.324446,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,37.826544
67,68,665a48c4e570ab09f05034e6,shadowmarks_smallmultiples_overlays,0.0,False,Man,,29.0,30.0,30.0,25.0,3.0,2.0,2.0,1,,,,1,,0.0,No,,Yes,,92.60926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,7.0,3.0,5.0,2.0,5.0,1.0,7.0,36.268432
68,69,66ad25c432b6a06cedcf610c,smallmultiples_overlays_shadowmarks,0.0,False,Man,,32.0,50.0,20.0,0.0,10.0,40.0,0.0,1,1,1,,1,,0.0,No,,Yes,I wear prescription glasses,69.448087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,70,,shadowmarks_smallmultiples_overlays,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,71,6606d6fdb6fcbf4263e80df9,smallmultiples_overlays_shadowmarks,0.0,False,Woman,,26.0,50.0,20.0,14.0,20.0,10.0,20.0,1,1,,1,1,,0.0,No,,Yes,,74.864219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,72,,shadowmarks_smallmultiples_overlays,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,73,668545bb7810640d0a057f0f,shadowmarks_smallmultiples_overlays,0.0,False,Man,,26.0,20.0,5.0,8.0,2.0,4.0,6.0,1,1,1,,1,,0.0,No,,Yes,,153.104859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,74,,smallmultiples_overlays_shadowmarks,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,75,6685c283c7d2e84750290782,shadowmarks_smallmultiples_overlays,1285.099502,True,Man,,37.0,25.0,5.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,47.157109,Shadow Marks,It was easier to make comparisons.,Shadow Marks,I could easily check if it crossed the line.,Shadow Marks,It was the easiest to check nine samples at the same time.,,77.684943,6.0,2.0,6.0,5.0,6.0,5.0,5.0,3.0,6.0,4.0,29.706072,6.0,2.0,6.0,5.0,7.0,5.0,6.0,2.0,6.0,6.0,19.88742,5.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,3.0,5.0,39.669889
75,76,,smallmultiples_overlays_shadowmarks,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,77,,smallmultiples_overlays_shadowmarks,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
